Column1,Column2,Column3
검찰은 또 이번 산불이 단순히 의성군에 한정되지 않고 총 5개 시 군에 걸쳐 발생된 만큼 경찰에 총괄 수사 추진 협조를 고려한다고도 했다.,검찰 또 이번 산불 단순히 의성군 한정되지 않고 총 5개 시 군 걸쳐 발생된 만큼 경찰 총괄 수사 추진 협조 고려한다고 했다.,검찰
"피의자는 주소지와 실거주지가 다르며, 실거주지가 불명확해 수사당국의 빠른 수사가 필요한 상황이라고 검찰은 덧붙였다.","피의자 주소지 실거주지 다르며, 실거주지 불명확해 수사당국 빠른 수사 필요한 상황이라고 검찰 덧붙였다.",검찰
"산불 발생 후 대응 3단계를 발령한 산림 당국은 매일 진화 헬기와 인력 장비 등을 대거 동원해 주불 진화, 국가주요시설 민가 문화유산 주변 방화선 구축 등에 힘을 쏟았다.","산불 발생 후 대응 3단계 발령한 산림 당국 매일 진화 헬기 인력 장비 등 대거 동원해 주불 진화, 국가주요시설 민가 문화유산 주변 방화선 구축 등 힘 쏟았다.",방화선
"기후변화 영향 등으로 산불이 상시화, 대형화되면서 지금까지와 다른 산불 진화 시스템 구축과 장비 인력 보강 등 진화 대책의 대전환이 필요하다는 지적도 나온다.","기후변화 영향 등 산불 상시화, 대형화되면서 지금 다른 산불 진화 시스템 구축 장비 인력 보강 등 진화 대책 대전환 필요하다는 지적 나온다.",시스템
특별사법경찰의 수사를 지휘하는 검찰은 가 인명 문화재 피해를 일으킨 만큼 그에 대해 '산림보호법'뿐 아니라 형법과 문화재보호법 적용을 검토해야 한다며 특사경이 경찰과 협조해야 한다는 의견을 냈다.,특별사법경찰 수사 지휘하는 검찰  인명 문화재 피해 일으킨 만큼 그 대해 '산림보호법' 아니라 형법 문화재보호법 적용 검토해야 한다며 특사경이 경찰 협조해야 한다는 의견 냈다.,검찰
또한 검찰은 이번 산불이 단순히 의성군에 한정되지 않고 총 5개 시 군에 걸쳐 발생된 만큼 경찰에 총괄 수사 추진 협조를 고려한다고도 했다.,또한 검찰 이번 산불 단순히 의성군 한정되지 않고 총 5개 시 군 걸쳐 발생된 만큼 경찰 총괄 수사 추진 협조 고려한다고 했다.,검찰
"피의자는 주소지와 실거주지가 다르며, 실거주지가 불명확해 수사당국의 빠른 수사가 필요한 상황이라고 검찰은 덧붙였다.","피의자 주소지 실거주지 다르며, 실거주지 불명확해 수사당국 빠른 수사 필요한 상황이라고 검찰 덧붙였다.",검찰
"특별사법경찰의 수사를 지휘하는 검찰은 가 인명과 문화재 피해도 일으킨 만큼 '산림보호법'뿐 아니라 형법과 문화재보호법 적용을 검토해야 한다며, 특사경이 경찰과 협조해야 한다는 의견을 냈습니다.","특별사법경찰 수사 지휘하는 검찰  인명 문화재 피해 일으킨 만큼 '산림보호법' 아니라 형법 문화재보호법 적용 검토해야 한다며, 특사경이 경찰 협조해야 한다는 의견 냈습니다.",검찰
4월 4일부터 6일까지 예정됐던 군악의장 페스티벌도 진행하지 않는다.,4월 4일 6일 예정됐던 군악의장 페스티벌 진행하지 않는다.,페스티벌
"재난 시스템과 관련해서는 ""진화 장비를 대형화하고 야간 진화시스템, 대피 표준 매뉴얼 개선 등 산불 대응 시스템의 '대전환'을 이끌어 대한민국 산불 대응의 선진모델을 구축하겠다""고 덧붙였다.","재난 시스템 관련해서 ""진화 장비 대형화하고 야간 진화시스템, 대피 표준 매뉴얼 개선 등 산불 대응 시스템 '대전환' 이끌어 대한민국 산불 대응 선진모델 구축하겠다"" 덧붙였다.",시스템
"재난 시스템과 관련해서는 ""진화 장비를 대형화하고 야간 진화시스템, 대피 표준 매뉴얼 개선 등 산불 대응 시스템의 '대전환'을 이끌어 대한민국 산불 대응의 선진모델을 구축하겠다""고 덧붙였다.","재난 시스템 관련해서 ""진화 장비 대형화하고 야간 진화시스템, 대피 표준 매뉴얼 개선 등 산불 대응 시스템 '대전환' 이끌어 대한민국 산불 대응 선진모델 구축하겠다"" 덧붙였다.",매뉴얼
이번 산불이 역대 최대 피해로 이어진 것은 고온건조한 날씨와 강풍이 결정적 영향을 끼쳤으나 인재로 볼 수 있는 요소도 적지 않았다.,이번 산불 역대 최대 피해 이어진 것 고온건조한 날씨 강풍 결정적 영향 끼쳤으나 인재 볼 수 있는 요소 적지 않았다.,적지
그룹 방탄소년단(BTS)의 슈가가 기프티팬(GIFTIFAN) 브랜드 투표에서 1위에 올랐다.,그룹 방탄소년단(BTS) 슈가 기프티팬(GIFTIFAN) 브랜드 투표 1위 올랐다.,브랜드
매달 진행되는 기프티팬의 브랜드 투표는 기프티팬에 등록된 모든 아티스트가 후보에 올라 경쟁이 치열하다.,매달 진행되는 기프티팬 브랜드 투표 기프티팬 등록된 모든 아티스트 후보 올라 경쟁 치열하다.,브랜드
"'앨범 서포트'는 총 누적 앨범 구매 수량에 따라 광고 서포트를 지원하며, '이벤트 서포트'는 기프티팬 모금을 통해 서포트를 진행하는 방식으로, 안전하고 투명한 기부를 돕는다.","'앨범 서포트' 총 누적 앨범 구매 수량 따라 광고 서포트 지원하며, '이벤트 서포트' 기프티팬 모금 통해 서포트 진행하는 방식, 안전하고 투명한 기부 돕는다.",이벤트
특별사법경찰의 수사를 지휘하는 검찰은 가 인명 문화재 피해를 일으킨 만큼 그에 대해 '산림보호법'뿐 아니라 형법과 문화재보호법 적용을 검토해야 한다며 특사경이 경찰과 협조해야 한다는 의견을 냈다.,특별사법경찰 수사 지휘하는 검찰  인명 문화재 피해 일으킨 만큼 그 대해 '산림보호법' 아니라 형법 문화재보호법 적용 검토해야 한다며 특사경이 경찰 협조해야 한다는 의견 냈다.,검찰
검찰은 또 이번 산불이 단순히 의성군에 한정되지 않고 총 5개 시 군에 걸쳐 발생된 만큼 경찰에 총괄 수사 추진 협조를 고려한다고도 했다.,검찰 또 이번 산불 단순히 의성군 한정되지 않고 총 5개 시 군 걸쳐 발생된 만큼 경찰 총괄 수사 추진 협조 고려한다고 했다.,검찰
"검찰은 또 피의자의 주소지와 실거주지가 다르며, 실거주지가 불명확해 수사당국의 빠른 수사가 필요한 상황이라고 덧붙였다.","검찰 또 피의자 주소지 실거주지 다르며, 실거주지 불명확해 수사당국 빠른 수사 필요한 상황이라고 덧붙였다.",검찰
"이런 악조건 속에서도 산림 소방당국은 진화 헬기와 인력, 장비 등을 최대한 동원해 주불 진화와 함께 국가주요시설 민가 문화유산 주변 방화선 구축에 총력을 기울였다.","이런 악조건 속 산림 소방당국 진화 헬기 인력, 장비 등 최대한 동원해 주불 진화 함께 국가주요시설 민가 문화유산 주변 방화선 구축 총력 기울였다.",방화선
"국립과학수사연구원(국과수)에서 신원 확인 업무를 맡고 있는 박현철 변사자신원확인실장은 28일 와 인터뷰하며 ""산불 피해자들의 시신 신원 확인을 위해 당국으로부터 50여 개의 유전자 샘플을 받아 감식에 착수했다""고 말했다.","국립과학수사연구원(국과수) 신원 확인 업무 맡고 있는 박현철 변사자신원확인실장 28일  인터뷰하며 ""산불 피해자들 시신 신원 확인 위해 당국 50여 개 유전자 샘플 받아 감식 착수했다"" 말했다.",샘플
2010년 국과수에 들어온 박 실장은 지난 15년간 한국 사회의 사건 사고를 함께하며 유전자 분석 업무를 맡아 왔다.,2010년 국과수 들어온 박 실장 지난 15년간 한국 사회 사건 사고 함께하며 유전자 분석 업무 맡아 왔다.,실장
"박 실장은 ""갓 태어난 자녀를 죽이고 냉장고에 수년간 보관했다 2023년 검거된 '수원 영아 살해 사건'을 계기로 유기된 영아들의 DNA를 전수 검사했다""며 ""이를 통해 미제 사건으로 남을 뻔했던 다수의 사건을 해결하게 돼 (제게도) 위안이 됐다""고 설명했다.","박 실장 ""갓 태어난 자녀 죽이고 냉장고 수년간 보관했다 2023년 검거된 '수원 영아 살해 사건' 계기 유기된 영아들 DNA 전수 검사했다""며 ""이 통해 미제 사건 남을 뻔했던 다수 사건 해결하게 돼 (제게도) 위안 됐다"" 설명했다.",전수
"박 실장은 ""갓 태어난 자녀를 죽이고 냉장고에 수년간 보관했다 2023년 검거된 '수원 영아 살해 사건'을 계기로 유기된 영아들의 DNA를 전수 검사했다""며 ""이를 통해 미제 사건으로 남을 뻔했던 다수의 사건을 해결하게 돼 (제게도) 위안이 됐다""고 설명했다.","박 실장 ""갓 태어난 자녀 죽이고 냉장고 수년간 보관했다 2023년 검거된 '수원 영아 살해 사건' 계기 유기된 영아들 DNA 전수 검사했다""며 ""이 통해 미제 사건 남을 뻔했던 다수 사건 해결하게 돼 (제게도) 위안 됐다"" 설명했다.",실장
"박 실장은 ""실종 아동은 물론 범죄자의 DNA도 국과수가 관리하고 있지만 성인 실종자는 그렇지 않다""며 ""19대 국회 때부터 발의된 법안이 통과되지 못하고 있는데, 22대 국회에선 꼭 결실을 이루길 바란다""고 강조했다.","박 실장 ""실종 아동 물론 범죄자 DNA 국과수 관리하고 있지만 성인 실종자 그렇지 않다""며 ""19대 국회 때 발의된 법안 통과되지 못하고 있는데, 22대 국회 꼭 결실 이루길 바란다"" 강조했다.",실장
"특별사법경찰의 수사를 지휘하는 검찰은 가 인명 문화재 피해를 일으킨 만큼 그에 대해 '산림보호법'뿐 아니라 형법과 문화재보호법 적용을 검토해야 한다며, 특사경이 경찰과 협조해야 한다는 의견을 냈습니다.","특별사법경찰 수사 지휘하는 검찰  인명 문화재 피해 일으킨 만큼 그 대해 '산림보호법' 아니라 형법 문화재보호법 적용 검토해야 한다며, 특사경이 경찰 협조해야 한다는 의견 냈습니다.",검찰
검찰은 또 이번 산불이 단순히 의성군에 한정되지 않고 총 5개 시 군에 걸쳐 발생된 만큼 경찰에 총괄 수사 추진 협조를 고려한다고도 밝혔습니다.,검찰 또 이번 산불 단순히 의성군 한정되지 않고 총 5개 시 군 걸쳐 발생된 만큼 경찰 총괄 수사 추진 협조 고려한다고 밝혔습니다.,검찰
"피의자는 주소지와 실거주지가 다르며, 실거주지가 불명확해 수사당국의 빠른 수사가 필요한 상황이라고 검찰은 덧붙였습니다.","피의자 주소지 실거주지 다르며, 실거주지 불명확해 수사당국 빠른 수사 필요한 상황이라고 검찰 덧붙였습니다.",검찰
특별사법경찰의 수사를 지휘하는 검찰은 가 인명 문화재 피해를 일으킨 만큼 '산림보호법'뿐 아니라 형법과 문화재보호법 적용을 검토해야 한다며 특사경이 경찰과 협조해야 한다는 의견을 냈습니다.,특별사법경찰 수사 지휘하는 검찰  인명 문화재 피해 일으킨 만큼 '산림보호법' 아니라 형법 문화재보호법 적용 검토해야 한다며 특사경이 경찰 협조해야 한다는 의견 냈습니다.,검찰
검찰은 이번 산불이 단순히 의성군에 한정되지 않고 총 5개 시 군에 걸쳐 발생된 만큼 경찰에 총괄 수사 추진 협조를 고려하고 있습니다.,검찰 이번 산불 단순히 의성군 한정되지 않고 총 5개 시 군 걸쳐 발생된 만큼 경찰 총괄 수사 추진 협조 고려하고 있습니다.,검찰
"피의자는 주소지와 실거주지가 다르며, 실거주지가 불명확해 수사 당국의 빠른 수사가 필요한 상황이라고 검찰은 덧붙였습니다.","피의자 주소지 실거주지 다르며, 실거주지 불명확해 수사 당국 빠른 수사 필요한 상황이라고 검찰 덧붙였습니다.",검찰
"복지부는 이번 산불 발생에 대응해 지난 26일 긴급 상황점검회의를 연 뒤 비상대책반 구성, 소관 시설 24시간 상황 모니터링, 의료 생계 심리지원 등을 지원하고 있다.","복지부 이번 산불 발생 대응해 지난 26일 긴급 상황점검회의 연 뒤 비상대책반 구성, 소관 시설 24시간 상황 모니터링, 의료 생계 심리지원 등 지원하고 있다.",모니터링
특별사법경찰의 수사를 지휘하는 검찰은 가 인명 문화재 피해를 일으킨 만큼 그에 대해 '산림보호법'뿐 아니라 형법과 문화재보호법 적용을 검토해야 한다며 특사경이 경찰과 협조해야 한다는 의견을 냈다.,특별사법경찰 수사 지휘하는 검찰  인명 문화재 피해 일으킨 만큼 그 대해 '산림보호법' 아니라 형법 문화재보호법 적용 검토해야 한다며 특사경이 경찰 협조해야 한다는 의견 냈다.,검찰
검찰은 또 이번 산불이 단순히 의성군에 한정되지 않고 총 5개 시 군에 걸쳐 발생된 만큼 경찰에 총괄 수사 추진 협조를 고려한다고도 했다.,검찰 또 이번 산불 단순히 의성군 한정되지 않고 총 5개 시 군 걸쳐 발생된 만큼 경찰 총괄 수사 추진 협조 고려한다고 했다.,검찰
"피의자는 주소지와 실거주지가 다르며, 실거주지가 불명확해 수사당국의 빠른 수사가 필요한 상황이라고 검찰은 덧붙였다.","피의자 주소지 실거주지 다르며, 실거주지 불명확해 수사당국 빠른 수사 필요한 상황이라고 검찰 덧붙였다.",검찰
특별사법경찰의 수사를 지휘하는 검찰은 가 인명 문화재 피해를 일으킨 만큼 그에 대해 '산림보호법'뿐 아니라 형법과 문화재보호법 적용을 검토해야 한다며 특사경이 경찰과 협조해야 한다는 의견을 냈다.,특별사법경찰 수사 지휘하는 검찰  인명 문화재 피해 일으킨 만큼 그 대해 '산림보호법' 아니라 형법 문화재보호법 적용 검토해야 한다며 특사경이 경찰 협조해야 한다는 의견 냈다.,검찰
검찰은 또 이번 산불이 단순히 의성군에 한정되지 않고 총 5개 시 군에 걸쳐 발생된 만큼 경찰에 총괄 수사 추진 협조를 고려한다고도 했다.,검찰 또 이번 산불 단순히 의성군 한정되지 않고 총 5개 시 군 걸쳐 발생된 만큼 경찰 총괄 수사 추진 협조 고려한다고 했다.,검찰
"피의자는 주소지와 실거주지가 다르며, 실거주지가 불명확해 수사당국의 빠른 수사가 필요한 상황이라고 검찰은 덧붙였다.","피의자 주소지 실거주지 다르며, 실거주지 불명확해 수사당국 빠른 수사 필요한 상황이라고 검찰 덧붙였다.",검찰
앞서 지난 27일 팀무신사는 45개 입점 브랜드와 함께 2억5000만원 상당의 의류를 지원했다.,앞서 지난 27일 팀무신사 45개 입점 브랜드 함께 2억5000만원 상당의 류 지원했다.,브랜드
팀무신사와 입점 브랜드가 마련한 총 3억5000만원 상당의 성금과 물품은 글로벌 아동권리 전문 NGO 굿네이버스를 통해 재난 구호 및 피해 복구에 사용된다.,팀무신사 입점 브랜드 마련한 총 3억5000만원 상당 성금 물품 글로벌 아동권리 전문 NGO 굿네이버스 통해 재난 구호 및 피해 복구 사용된다.,브랜드
팀무신사와 입점 브랜드가 마련한 총 3억5000만원 상당의 성금과 물품은 글로벌 아동권리 전문 NGO 굿네이버스를 통해 재난 구호 및 피해 복구에 사용된다.,팀무신사 입점 브랜드 마련한 총 3억5000만원 상당 성금 물품 글로벌 아동권리 전문 NGO 굿네이버스 통해 재난 구호 및 피해 복구 사용된다.,글로벌
팀무신사는 물품 기부에 동참하려는 입점 브랜드가 지속해서 늘어남에 따라 이날까지 추가 참여 신청을 받을 계획이다.,팀무신사는 물품 기부 동참하려는 입점 브랜드 지속해서 늘어남 따라 이날 추가 참여 신청을 받 계획이다.,브랜드
"무신사 관계자는 ""입점 브랜드와 임직원들의 뜻을 모아 성금을 조성했다""며 ""피해 지역의 신속한 복구와 주민들의 일상 회복에 작은 보탬이 되길 바란다""고 말했다.","무신사 관계자 ""입점 브랜드 임직원들 뜻 모아 성금 조성했다""며 ""피해 지역 신속한 복구 주민들 일상 회복 작은 보탬 되길 바란다"" 말했다.",브랜드
"대형 산불로 인해 진화에 애를 먹고 있는 가운데, 헬리콥터 대신 공군 수송기를 활용한 모듈형 공중화재 시스템, 즉 마프스(MAFFS Modular Airborne Fire Fighting System) 도입 주장이 제기됐다.","대형 산불 인해 진화 애 먹고 있는 가운데, 헬리콥터 대신 공군 수송기 활용한 모듈형 공중화재 시스템, 즉 마프스(MAFFS Modular Airborne Fire Fighting System) 도입 주장 제기됐다.",시스템
"약 1만1000~1만3000L의 소화제를 단 5초만에 고속 저공 비행으로 투하해, 폭 20m 길이 400m 규모의 방화선을 형성할 수 있다.","약 1만1000~1만3000L 소화제 단 5초만 고속 저공 비행 투하해, 폭 20m 길 400m 규모 방화선 형성할 수 있다.",방화선
특히 마프스는 주 야간 모두 운용이 가능해 야간 진화 작업의 공백을 해소할 수 있는 시스템으로 평가받는다.,특히 마프스 주 야간 모두 운용 가능해 야간 진화 작업 공백 해소할 수 있는 시스템 평가받는다.,시스템
"유 의원은 마프스에 대해 ""평상시에는 수송기로서 본연의 임무 수행이 가능하고, 산불 등 재난 발생 시에는 신속히 화재 진화 플랫폼으로 전환할 수 있다""면서 ""이는 전력 운용 효율성과 예산 절감 측면에서도 큰 장점을 갖는다""면서 ""매년 반복되는 대형 산불과 피해 규모를 고려할 때, 이제는 보다 적극적인 재검토와 실질적인 도입 논의가 필요하다""고 강조했다.","유 의원 마프스 대해 ""평상시 수송기 본연 임무 수행 가능하고, 산불 등 재난 발생 시 신속히 화재 진화 플랫폼 전환할 수 있다""면서 ""이 전력 운용 효율성 예산 절감 측면 큰 장점 갖는다""면서 ""매년 반복되는 대형 산불 피해 규모 고려할 때, 이제 보다 적극적인 재검토 실질적인 도입 논의 필요하다"" 강조했다.",플랫폼
일부 지역에 27일 밤부터 단비가 내렸지만 공기 질은 여전히 좋지 않은 상태다.,일부 지역 27일 밤 단비 내렸지만 공기 질은 여전히 좋지 않 상태다.,공기
특별사법경찰의 수사를 지휘하는 검찰은 가 인명 문화재 피해를 일으킨 만큼 그에 대해 '산림보호법'뿐 아니라 형법과 문화재보호법 적용을 검토해야 한다며 특사경이 경찰과 협조해야 한다는 의견을 냈다.,특별사법경찰 수사 지휘하는 검찰  인명 문화재 피해 일으킨 만큼 그 대해 '산림보호법' 아니라 형법 문화재보호법 적용 검토해야 한다며 특사경이 경찰 협조해야 한다는 의견 냈다.,검찰
검찰은 또 이번 산불이 단순히 의성군에 한정되지 않고 총 5개 시 군에 걸쳐 발생된 만큼 경찰에 총괄 수사 추진 협조를 고려한다고도 했다.,검찰 또 이번 산불 단순히 의성군 한정되지 않고 총 5개 시 군 걸쳐 발생된 만큼 경찰 총괄 수사 추진 협조 고려한다고 했다.,검찰
"피의자는 주소지와 실거주지가 다르며, 실거주지가 불명확해 수사당국의 빠른 수사가 필요한 상황이라고 검찰은 덧붙였다.","피의자 주소지 실거주지 다르며, 실거주지 불명확해 수사당국 빠른 수사 필요한 상황이라고 검찰 덧붙였다.",검찰
이번 산불의 희생자 다수가 60대 이상 고령층인데 지금의 산불 대피 매뉴얼에는 어떤 문제가 있고 어떻게 바뀌어야합니까?,이번 산불 희생자 다수 60대 이상 고령층인데 지금 산불 대피 매뉴얼 어떤 문제 있고 어떻게 바뀌어야합니까?,매뉴얼
"우리나라 산불 대응 시스템, 해외와 비교했을 때 어느 정도 수준입니까?","우리나라 산불 대응 시스템, 해외 비교했을 때 어느 정도 수준입니까?",시스템
"산불 발생 후 산불 대응 3단계를 발령한 산림 당국은 매일 진화 헬기와 인력, 장비 등을 대거 동원해 주불 진화, 국가주요시설 민가 문화유산 주변 방화선 구축 등에 힘을 쏟았다.","산불 발생 후 산불 대응 3단계 발령한 산림 당국 매일 진화 헬기 인력, 장비 등 대거 동원해 주불 진화, 국가주요시설 민가 문화유산 주변 방화선 구축 등 힘 쏟았다.",방화선
"기후변화 영향 등으로 산불이 상시화, 대형화되면서 지금까지와는 다른 산불진화 시스템 구축과 장비 인력 보강 등 진화대책의 대전환이 필요하다는 지적도 나온다.","기후변화 영향 등 산불 상시화, 대형화되면서 지금 다른 산불진화 시스템 구축 장비 인력 보강 등 진화대책 대전환 필요하다는 지적 나온다.",시스템
특별사법경찰의 수사를 지휘하는 검찰은 가 인명 문화재 피해를 일으킨 만큼 '산림보호법'뿐 아니라 형법과 문화재보호법 적용을 검토해야 한다며 특사경이 경찰과 협조해야 한다는 의견을 냈다,특별사법경찰 수사 지휘하는 검찰  인명 문화재 피해 일으킨 만큼 '산림보호법' 아니라 형법 문화재보호법 적용 검토해야 한다며 특사경이 경찰 협조해야 한다는 의견 냈다,검찰
"한편 복지부는 이번 산불 발생에 대응해 지난 26일 긴급 상황점검회의를 개최해 비상대책반을 구성하고 소관 시설 24시간 상황 모니터링, 의료 생계 심리지원 등을 진행 중이다.","한편 복지부 이번 산불 발생 대응해 지난 26일 긴급 상황점검회의 개최해 비상대책반 구성하고 소관 시설 24시간 상황 모니터링, 의료 생계 심리지원 등 진행 중이다.",모니터링
특별사법경찰의 수사를 지휘하는 검찰은 가 인명 문화재 피해를 일으킨 만큼 그에 대해 '산림보호법'뿐 아니라 형법과 문화재보호법 적용을 검토해야 한다며 특사경이 경찰과 협조해야 한다는 의견을 냈다.,특별사법경찰 수사 지휘하는 검찰  인명 문화재 피해 일으킨 만큼 그 대해 '산림보호법' 아니라 형법 문화재보호법 적용 검토해야 한다며 특사경이 경찰 협조해야 한다는 의견 냈다.,검찰
검찰은 또 이번 산불이 단순히 의성군에 한정되지 않고 총 5개 시 군에 걸쳐 발생된 만큼 경찰에 총괄 수사 추진 협조를 고려한다고도 했다.,검찰 또 이번 산불 단순히 의성군 한정되지 않고 총 5개 시 군 걸쳐 발생된 만큼 경찰 총괄 수사 추진 협조 고려한다고 했다.,검찰
"피의자는 주소지와 실거주지가 다르며, 실거주지가 불명확해 수사당국의 빠른 수사가 필요한 상황이라고 검찰은 덧붙였다.","피의자 주소지 실거주지 다르며, 실거주지 불명확해 수사당국 빠른 수사 필요한 상황이라고 검찰 덧붙였다.",검찰
"산불 발생 후 산불 대응 3단계를 발령한 산림 당국은 매일 진화 헬기와 인력, 장비 등을 대거 동원해 주불 진화와 국가주요시설 민가 문화유산 주변 방화선 구축 등에 힘을 쏟았습니다.","산불 발생 후 산불 대응 3단계 발령한 산림 당국 매일 진화 헬기 인력, 장비 등 대거 동원해 주불 진화 국가주요시설 민가 문화유산 주변 방화선 구축 등 힘 쏟았습니다.",방화선
"산림 당국은 매일 진화 헬기와 인력, 장비 등을 대거 동원해 주불 진화, 국가주요시설 민가 문화유산 주변 방화선 구축 등에 힘을 쏟았다.","산림 당국 매일 진화 헬기 인력, 장비 등 대거 동원해 주불 진화, 국가주요시설 민가 문화유산 주변 방화선 구축 등 힘 쏟았다.",방화선
"산불 발생 후 산불 대응 3단계를 발령한 산림 당국은 매일 진화 헬기와 인력, 장비 등을 대거 동원해 주불 진화, 국가주요시설 민가 문화유산 주변 방화선 구축 등에 힘을 쏟았다.","산불 발생 후 산불 대응 3단계 발령한 산림 당국 매일 진화 헬기 인력, 장비 등 대거 동원해 주불 진화, 국가주요시설 민가 문화유산 주변 방화선 구축 등 힘 쏟았다.",방화선
이번 산불을 계기로 산불 대응 시스템의 대전환도 추진할 방침이다.,이번 산불 계기 산불 대응 시스템 대전환 추진할 방침이다.,시스템
"이 지사는 ""진화 장비의 대형화, 야간 진화 시스템 도입, 대피 표준 매뉴얼 개선 등을 통해 대한민국 산불 대응의 선진 모델을 구축하겠다""고 밝히며, ""국민의 생명과 재산을 지키는 것이 가장 중요한 책무임을 명심하겠다""며 7일간 밤낮없이 산불 진화에 힘쓴 모든 관계자들에게 거듭 감사를 표했다.","이 지사 ""진화 장비 대형화, 야간 진화 시스템 도입, 대피 표준 매뉴얼 개선 등 통해 대한민국 산불 대응 선진 모델 구축하겠다"" 밝히며, ""국민 생명 재산 지키는 것 가장 중요한 책무임 명심하겠다""며 7일간 밤낮없이 산불 진화 힘쓴 모든 관계자들 거듭 감사 표했다.",시스템
"이 지사는 ""진화 장비의 대형화, 야간 진화 시스템 도입, 대피 표준 매뉴얼 개선 등을 통해 대한민국 산불 대응의 선진 모델을 구축하겠다""고 밝히며, ""국민의 생명과 재산을 지키는 것이 가장 중요한 책무임을 명심하겠다""며 7일간 밤낮없이 산불 진화에 힘쓴 모든 관계자들에게 거듭 감사를 표했다.","이 지사 ""진화 장비 대형화, 야간 진화 시스템 도입, 대피 표준 매뉴얼 개선 등 통해 대한민국 산불 대응 선진 모델 구축하겠다"" 밝히며, ""국민 생명 재산 지키는 것 가장 중요한 책무임 명심하겠다""며 7일간 밤낮없이 산불 진화 힘쓴 모든 관계자들 거듭 감사 표했다.",매뉴얼
이번에는 재난방송 스튜디오를 연결해 산불 확산 상황을 지도를 통해 살펴보겠습니다.,이번 재난방송 스튜디오 연결해 산불 확산 상황 지도 통해 살펴보겠습니다.,스튜디오
비구름이 동쪽으로 지나고 그 자리에 고기압이 확장하며 북쪽 찬 공기를 끌어 내리고 있습니다.,비구름 동쪽 지나고 그 자리 고기압 확장하며 북쪽 찬 공기 끌어 내리고 있습니다.,공기
지금까지 재난방송 스튜디오에서 전해드렸습니다.,지금 재난방송 스튜디오 전해드렸습니다.,스튜디오
상황 모니터링을 위한 비상근무 운영을 통해 재난 상황에 선제적으로 대응하고 있다.,상황 모니터링 위한 비상근무 운영 통해 재난 상황 선제적 대응하고 있다.,모니터링
이와 함께 휴대폰 점검 장비가 탑재된 버스를 파견해 휴대폰 점검 수리 세척 등의 서비스도 지원한다.,이 함께 휴대폰 점검 장비 탑재된 버스 파견해 휴대폰 점검 수리 세척 등 서비스 지원한다.,수리
"국보급 등 중요 유산 피해도 커 원형 복원과 수리, 복구에는 상당한 시간과 어려움이 따를 전망이다.","국보급 등 중요 유산 피해 커 원형 복원 수리, 복구 상당한 시간 어려움이 따를 전망다.",수리
"""산지 복구보다 빨라야 할 것"" 정보 제공과 유통 예측력 시급 장기적으로는 주산지 편중 구조를 완화하고, 산불 등 재해 대응 시스템을 농업 현장에 정착시키는 것이 핵심으로 꼽합니다.","""산지 복구 빨라야 할 것"" 정보 제공 유통 예측력 시급 장기적 주산지 편중 구조 완화하고, 산불 등 재해 대응 시스템 농업 현장 정착시키는 것 핵심 꼽합니다.",시스템
"이와 관련해 한국물가협회는 ""정부의 수급 조절, 비축 물량 운용, 수입 탄력 조정 등 정책적 대응이 시장 안정을 위한 핵심 변수로 작용할 것""으로 전망하면서 ""지속적 가격 모니터링을 통해 가격 상승세에 선제 대응하겠다""라고 밝혔습니다.","이 관련해 한국물가협회 ""정부 수급 조절, 비축 물량 운용, 수입 탄력 조정 등 정책적 대응 시장 안정 위한 핵심 변수 작용할 것"" 전망하면서 ""지속적 가격 모니터링 통해 가격 상승세 선제 대응하겠다"" 밝혔습니다.",모니터링
"케이케이나인 레스큐 김현유 대표는 ""불타버린 농가 옆 황량한 도로에서 탈진한 개를 구조했는데 오랫동안 묶여 키워진 흔적이 있었고 조금만 늦었어도 죽었을 것""이라며 ""산불 현장에는 묶인 채 방치된 개들이 불에 탄 사례가 많았고, 탈출 후에도 길 주변을 맴돌며 로드킬 위협에 노출돼 있다""고 경고했다.","케이케이나인 레스큐 김현유 대표 ""불타버린 농가 옆 황량한 도로 탈진한 개 구조했는데 오랫동안 묶여 키워진 흔적 있었고 조금 늦었어도 죽었을 것""이라며 ""산불 현장 묶인 채 방치된 개들 불 탄 사례 많았고, 탈출 후 길 주변 맴돌며 로드킬 위협 노출돼 있다""고 경했다.",로드킬
"김영환 동물권행동 카라 정책국장은 ""현장에서는 '우리 할아버지가 아끼는 개를 꼭 살려달라'는 가족들의 요청이 많았다""며 ""노령층 보호자에 대한 트라우마 케어와 동물 동반 대피 제도 마련이 시급하다""고 지적했다.","김영환 동물권행동 카라 정책국장 ""현장 '우리 할아버지 아끼는 개 꼭 살려달라' 가족들 요청 많았다""며 ""노령층 보호자 대한 트라우마 케어 동물 동반 대피 제도 마련 시급하다"" 지적했다.",케어
현재 군은 산불 예방에 가용자원을 모두 투입하고 행정력을 총동원하며 대응 체계를 가동하고 있고 장비들도 모두 투입되어 산불 예찰 드론 4대를 운영하며 실시간으로 열을 감지하고 소각 행위를 단속하며 헬기를 통해 매주 4회 강화군 전역을 순찰한다.,현재 군 산불 예방 가용자원 모두 투입하고 행정력 총동원하며 대응 체계 가동하고 있고 장비들 모두 투입되어 산불 예찰 드론 4대 운영하며 실시간 열 감지하고 소각 행위 단속하며 헬기 통해 매주 4회 강화군 전역 순찰한다.,가용자원
